"INDEX2","chat gpt"
"886","Yeh preventative care ko 100 percent tak cover karta hai."
"887","And most other medical procedures at 80 percent after the deductible has been met."
"888","Aur baaki medical procedures ko 80 percent tak cover karta hai, jab deductible pura ho jata hai."
"889","I sincerely apologize for the inconvenience and the frustration this has caused."
"890","Main is takleef aur frustration ke liye sach mein maafi chahta/chahti hoon jo isne aapko diya hai."
"891","I can imagine how upsetting this must be."
"892","Main samajh sakta/sakti hoon ki yeh kitna upsetting ho sakta hai."
"893","Let me assure you that I will do everything I can to resolve this issue promptly."
"894","Main aapko yakeen dilata/dilati hoon ki main is issue ko jaldi se solve karne ke liye sab kuch karunga/karungi."
"895","Around twenty dollars per month."
"896","Lagbhag bees dollar per month."
"897","While a whole life policy for the same individual might cost around fifty dollars per month."
"898","Jabki ek whole life policy usi vyakti ke liye lagbhag pachaas dollar per month ki cost ho sakti hai."
"899","A universal life policy might cost slightly more, around 75 dollars per month."
"900","Ek universal life policy thodi zyada cost kar sakti hai, lagbhag 75 dollar per month."
"901","I do apologize for the inconvenience."
"902","Main is takleef ke liye sach mein maafi chahta/chahti hoon."
"903","We are doing everything in our power to get it up and running as soon as possible."
"904","Hum apni poori koshish kar rahe hain taaki yeh jaldi se chaloo ho jaye."
"905","I will send you a text message when our tech crew resolves the issue in your area."
"906","Main aapko ek text message bhej dunga/dungi jab hamari tech team aapke area mein issue resolve kar degi."
"907","I do apologize for the billing error."
"908","Main billing error ke liye sach mein maafi chahta/chahti hoon."
"909","Just give me a moment to adjust this for you."
"910","Mujhe isse aapke liye theek karne ke liye ek moment dijiye."
"911","All right, I've adjusted your bill to reflect the accurate charges."
"912","Thik hai, maine aapka bill accurate charges ke saath adjust kar diya hai."
"913","You should see the correction on your next statement."
"914","Aapko yeh correction apne agle statement mein dekhna chahiye."
"915","I understand, I'm so sorry."
"916","Main samajhta/samajhti hoon, mujhe bahut afsos hai."
"917","I just found your contact information."
"918","Maine abhi aapki contact information dhoondi hai."
"919","I will investigate this right away and get back to you as soon as possible with an update."
"920","Main isey turant investigate karunga/karungi aur jald se jald aapko update dekar jawab dunga/dungi."
"921","Would you prefer a text message or an email?"
"922","Kya aapko text message ya email mein se kuch pasand hai?"
"923","Thank you for that, Mr. Harris."
"924","Uske liye shukriya, Mr. Harris."
"925","Just to confirm, you have reserved a minibus on Saturday, July 29th at 10:30 a.m."
"926","Bas confirm karne ke liye, aapne Saturday, July 29th ko 10:30 a.m. par ek minibus reserve kiya hai."
"927","With a return pickup at Trinity Park at 5 p.m."
"928","Aur return pickup Trinity Park se 5 p.m. par hoga."
"929","Is there anything else I can help you with?"
"930","Kya kuch aur hai jisme main aapki madad kar sakoon?"
"931","I understand and I truly apologize for this experience."
"932","Main samajhta/samajhti hoon aur is anubhav ke liye sach mein maafi chahta/chahti hoon."
"933","I will make sure to keep you informed every step of the way."
"934","Main aapko har kadam par update dene ka dhyan rakhunga/rakhungi."
"935","Thank you for your patience, Mr. Walton."
"936","Aapke patience ke liye dhanyavaad, Mr. Walton."
"937","I'm committed to resolving this for you."
"938","Main aapke liye isse solve karne ke liye poori tarah se pratibaddh hoon."
"939","I completely understand your frustration and I apologize for the inconvenience."
"940","Main aapki frustration ko puri tarah samajhta/samajhti hoon aur is takleef ke liye maafi chahta/chahti hoon."
"941","I'll contact our shipping department right away to ensure they prioritize your order."
"942","Main turant hamare shipping department se contact karunga/karungi taaki wo aapke order ko pehle prioritize karein."
"943","Anything else I can assist you with?"
"944","Kya kuch aur hai jisme main aapki madad kar sakoon?"
"945","Absolutely, sir."
"946","Bilkul, sir."
"947","I'll personally oversee your case and ensure the technician arrives at the earliest opportunity."
"948","Main personally aapke case ko dekhunga/ dekhungi aur ensure karunga/ karungi ki technician jaldi se aaye."
"949","Could I confirm your telephone number so the technician can contact you directly?"
"950","Kya main aapka telephone number confirm kar sakta/sakti hoon taaki technician aap se directly contact kar sake?"
"951","I'm sorry to hear that you're experiencing billing issues."
"952","Mujhe yeh sunke afsos ho raha hai ki aapko billing se related issues ho rahe hain."
"953","I'll do my best to help."
"954","Main apni puri koshish karunga/karungi madad karne ke liye."
"955","Could you please provide me with your account number or the phone number associated with your account?"
"956","Kya aap mujhe apna account number ya aapke account se joda phone number de sakte hain?"
"957","Thank you, let me just pull up the information here."
"958","Shukriya, mujhe yahan information dikhane dijiye."
"959","All right, I see that the policyholder is Laura Smith."
"960","Thik hai, main dekh raha hoon ki policyholder Laura Smith hai."
"961","Could you provide us with the policyholder's date of birth and social security number?"
"962","Kya aap humein policyholder ka date of birth aur social security number de sakte hain?"
"963","It was my pleasure, I'm happy I could help."
"964","Yeh mera pleasure tha, mujhe khushi hai ki main madad kar saka/saki."
"965","Thank you for being a valued customer."
"966","Aapke valued customer hone ke liye dhanyavaad."
"967","And if you ever have any more questions or need assistance, don't hesitate to reach out."
"968","Agar aapko kabhi aur koi sawal ho ya madad ki zarurat ho, to bina kisi jhijhak ke humse contact karein."
"969","Have a wonderful day."
"970","Aapka din shubh ho."
"971","I see, let's take a closer look at the breakdown of this month's bill."
"972","Samajh gaya, chaliye is mahine ke bill ka breakdown dhyan se dekhte hain."
"973","So we can figure out what's causing the increase."
"974","Taaki hum samajh sakein ki price increase ka kya reason hai."
"975","I'll review the charges line by line for you."
"976","Main charges ko line by line aapke liye review karunga/karungi."
"977","It'll just take a moment."
"978","Isme bas ek pal lagega."
"979","Thank you, I have verified your information."
"980","Shukriya, maine aapki information verify kar li hai."
"981","And I can confirm that your card has now been activated."
"982","Aur main confirm kar sakta/sakti hoon ki aapka card ab activate ho gaya hai."
"983","You should be able to use it right away."
"984","Aapko ise turant use kar paana chahiye."
"985","Is there anything else I can help you with today?"
"986","Kya aaj aapko koi aur madad chahiye?"
"987","Thank you for that information."
"988","Us information ke liye shukriya."
"989","I see that the claim was denied because the medical procedure in question was classified as elective surgery."
"990","Main dekh raha hoon ki claim ko deny kiya gaya tha kyunki jo medical procedure tha, wo elective surgery ke roop mein classify kiya gaya tha."
"991","Which is not covered under your insurance plan."
"992","Jo aapke insurance plan ke under cover nahi hota."
"993","That is the reason we can offer it to customers at such a great price."
"994","Yeh wajah hai ki hum ise customers ko itni achhi price par offer kar pa rahe hain."
"995","In your case, it would save you approximately $16 per month."
"996","Aapke case mein, yeh aapko lagbhag $16 per month bachayega."
"997","Does this seem like something that might fit your budget?"
"998","Kya yeh aapke budget ke hisaab se fit lagta hai?"
"999","I understand, thank you for providing that information."
"1000","Samajh gaya/gayi, us information ko dene ke liye shukriya."
"1001","For your calling needs, I recommend our Globe Trotter plan."
"1002","Aapki calling needs ke liye, main aapko hamara Globe Trotter plan recommend karta/karti hoon."
"1003","Which includes increased data and international calling minutes to Europe."
"1004","Jisme badhi hui data aur Europe ke liye international calling minutes included hain."
"1005","If you checked the size guide on the order form, it should be fine."
"1006","Agar aapne order form par size guide check kiya hai, toh yeh theek hona chahiye."
"1007","But if you're not sure about the fit, we do offer free returns."
"1008","Lekin agar aapko fit ke baare mein sure nahi hai, toh hum free returns offer karte hain."
"1009","So you can try it on and return it if it doesn't work out."
"1010","Toh aap ise pehn kar dekh sakte hain aur agar yeh kaam nahi aata, toh aap ise wapas kar sakte hain."
"1011","Thank you Mr. Davis, I'll pull up your order details right now."
"1012","Shukriya Mr. Davis, main abhi aapke order details dekhta hoon."
"1013","While I'm doing that, just to confirm, have you already tried resetting the device by holding the power button for 10 seconds?"
"1014","Jab tak main yeh kar raha hoon, bas confirm karna chahta hoon, kya aapne device ko reset karne ki koshish ki thi, power button ko 10 seconds tak daba kar?"
"1015","Yes, I see the error in the shipment."
"1016","Haan, main shipment mein galti dekh raha hoon."
"1017","I'm going to initiate a return for the incorrect item."
"1018","Main galat item ke liye return shuru karunga."
"1019","And schedule a replacement for the model X you originally ordered."
"1020","Aur jo model X aapne originally order kiya tha, uska replacement schedule karunga."
"1021","I do apologize for the error."
"1022","Main galti ke liye maafi chahta hoon."
"1023","You're most welcome."
"1024","Aapka shukriya."
"1025","I'll make sure everything gets taken care of."
"1026","Main ensure karunga ki sab kuch theek se ho jaye."
"1027","And I'll follow up with you as soon as the replacement arrives."
"1028","Aur jaise hi replacement aata hai, main aap se follow up karunga."
"1029","Is there anything else I can help you with at this time?"
"1030","Kya is waqt koi aur madad chahiye aapko?"
"1031","I apologize for the difficulty you have had trying to reach our support team."
"1032","Main maafi chahta hoon ki aapko hamari support team tak pahuchne mein dikkat hui."
"1033","I know how frustrating that can be."
"1034","Mujhe pata hai ki yeh kitna frustrating ho sakta hai."
"1035","May I have your account number so that I can look up your information?"
"1036","Kya main aapka account number le sakta hoon taaki main aapki information dekh sakoon?"
"1037","I'm pulling up your account now."
"1038","Main abhi aapka account dekh raha hoon."
"1039","Okay, I've got it."
"1040","Theek hai, maine dekh liya."
"1041","So you mentioned that your bill is higher than usual."
"1042","Toh aapne kaha tha ki aapka bill usual se zyada hai."
"1043","Do you happen to know how much it typically is and what the current amount says?"
"1044","Kya aapko pata hai ki typically kitna hota hai aur current amount kya batata hai?"
"1045","Thank you for that. Let me pull up your account information."
"1046","Iske liye shukriya. Main aapka account information dekh leta hoon."
"1047","Thank you for your patience. Our system is running a little slow right now."
"1048","Aapke patience ka shukriya. Hamara system thoda slow chal raha hai abhi."
"1049","Here it is. May I have your first and last name?"
"1050","Yeh raha. Kya main aapka first aur last name le sakta hoon?"
"1051","I'll give it a try for a few months."
"1052","Main kuch mahine ke liye isse try karunga."
"1053","Wonderful! I'll apply the discounted rate so you'll get the next month free of charge."
"1054","Shandar! Main discounted rate apply karunga, taaki aapko agla mahina free mile."
"1055","Also, I'm making a note of the flexible cancellation option."
"1056","Aur haan, main flexible cancellation option ka note bhi kar raha hoon."
"1057","I'm really sorry to hear that sir."
"1058","Mujhe yeh sunkar bahut afsos ho raha hai, sir."
"1059","I can only imagine how uncomfortable that must be."
"1060","Main sirf yeh imagine kar sakta hoon ki yeh kitna uncomfortable ho sakta hai."
"1061","Especially with the thermostat stuck on such a high temperature."
"1062","Khaas kar jab thermostat itni high temperature par stuck ho."
"1063","I will certainly do my best."
"1064","Main zaroor apna best dunga."
"1065","No, that won't be necessary."
"1066","Nahi, yeh zaroori nahi hoga."
"1067","I appreciate you confirming that, Miss Thompson."
"1068","Main aapka shukriya ada karta hoon, Miss Thompson, is baat ko confirm karne ke liye."
"1069","I see you signed up for our six-month free trial back in March."
"1070","Mujhe dekha ki aapne March mein humare six-month free trial ke liye sign up kiya tha."
"1071","And the trial period ended a few days ago."
"1072","Aur trial period kuch din pehle khatam ho gaya tha."
"1073","Sir, it looks like there was a delay at the shipping facility."
"1074","Sir, aisa lagta hai ki shipping facility mein kuch delay hua hai."
"1075","According to our records, your package is now in transit."
"1076","Hamare records ke mutabik, aapka package ab transit mein hai."
"1077","And should arrive within the next four to five business days."
"1078","Aur yeh agle 4 se 5 business din mein pahunch jana chahiye."
"1079","Thank you for bringing this to our attention."
"1080","Is baat ko humare dhyaan mein laane ke liye shukriya."
"1081","Please give me a couple of hours to look into the issue."
"1082","Kripya mujhe kuch ghante dein, main is issue ko dekhunga."
"1083","And I will text you back."
"1084","Aur main aapko text karke wapas bataunga."
"1085","Is there anything else I can assist you with today?"
"1086","Kya aaj main aapki aur kisi cheez mein madad kar sakta hoon?"
"1087","Thank you for bringing this to my attention."
"1088","Mujhe yeh batane ke liye shukriya."
"1089","I apologize for any inconvenience."
"1090","Main kisi bhi takleef ke liye maafi chahta hoon."
"1091","If you have any more concerns or questions, please feel free to let me know."
"1092","Agar aapko koi aur chinta ya sawaal ho, toh bina jhijak mujhe batayein."
"1093","We value your feedback."
"1094","Hum aapke feedback ki kadar karte hain."
"1095","You're welcome."
"1096","Aapka swagat hai."
"1097","If you have any further questions or need assistance in the future, please don't hesitate to contact us."
"1098","Agar aapko aage koi sawaal ho ya madad ki zarurat ho, toh bina jhijak humse sampark karein."
"1099","Thank you for choosing Single Step Credit Card Company."
"1100","Single Step Credit Card Company ko chune ke liye dhanyavaad."
"1101","I'm so glad to hear that, Mr. Garfield."
"1102","Mujhe yeh sun kar bahut khushi hui, Mr. Garfield."
"1103","It's always my goal to make sure you leave the call with all your concerns resolved."
"1104","Mera hamesha yeh lakshya rehta hai ki aap call ke baad apni saari chintao ka hal paayein."
"1105","Is there anything else I can assist you with today?"
"1106","Kya aaj main aapki kisi aur madad kar sakta hoon?"
"1107","Let me just pull up your account information."
"1108","Main bas aapka account information dekh leta hoon."
"1109","I do apologize for any inconvenience you have experienced."
"1110","Mujhe jo bhi takleef aapko hui hai uske liye main maafi chahta hoon."
"1111","For verification purposes, may I have your first and last name please?"
"1112","Pehchaan ke liye, kya aap apna pehla aur aakhri naam de sakte hain?"
"1113","I understand."
"1114","Main samajh raha hoon."
"1115","I would be happy to assist you with the cancellation process."
"1116","Main cancellation process mein aapki madad karne ke liye khushi se tayaar hoon."
"1117","Could you please provide me with your new mailing address?"
"1118","Kya aap mujhe apna naya mailing address de sakte hain?"
"1119","So that I can update it for our records."
"1120","Taaki main ise humare records mein update kar sakoon."
"1121","I understand your concern."
"1122","Main aapki chinta samajh raha hoon."
"1123","And I'm here to help."
"1124","Aur main yahan madad ke liye hoon."
"1125","To initiate the dispute process, I'll need some information from you."
"1126","Dispute process shuru karne ke liye, mujhe aap se kuch jankari chahiye hogi."
"1127","Could you please provide me with your credit card number?"
"1128","Kya aap mujhe apna credit card number de sakte hain?"
"1129","You're welcome Miss Gillette."
"1130","Aapka swagat hai, Miss Gillette."
"1131","If you have any more questions or need further assistance, please don't hesitate to reach out."
"1132","Agar aapko koi aur sawal ho ya madad chahiye ho, toh bina jhijak humse sampark karein."
"1133","Is there anything else I can help you with today?"
"1134","Kya aaj main aapki aur madad kar sakta hoon?"
"1135","I'm really sorry you're not satisfied with the solutions I provided."
"1136","Mujhe sach mein khed hai ki aapko jo solutions diye woh aapko pasand nahi aaye."
"1137","I'll get my manager on the line for you right away."
"1138","Main turant apne manager ko line par launga aapke liye."
"1139","Please hold for just a moment while I transfer you."
"1140","Kripya thodi der ke liye rukiye, main aapko transfer kar raha hoon."
"1141","I completely understand your frustration and I apologize for the inconvenience."
"1142","Main puri tarah samajhta hoon ki aap kitne pareshaan hain aur is asuvidha ke liye maafi chahta hoon."
"1143","Slow internet is certainly frustrating."
"1144","Slow internet sach mein pareshaani wala hota hai."
"1145","To better assist you, let me look into your account."
"1146","Aapki aur achhi madad ke liye, mujhe aapka account check karne dijiye."
"1147","I completely understand your frustration."
"1148","Main aapki narazgi ko poori tarah samajhta hoon."
"1149","I apologize for the inconvenience."
"1150","Aapko hui asuvidha ke liye maafi chahta hoon."
"1151","Slow internet is certainly frustrating."
"1152","Slow internet sach mein pareshaani wali baat hoti hai."
"1153","To better assist you, let me look into your account."
"1154","Aapki behtar madad ke liye, main aapke account ka jaankari check karta hoon."
"1155","I understand your situation."
"1156","Main aapki sthiti ko samajhta hoon."
"1157","Let me see if there is anything we can do to help."
"1158","Main dekh leta hoon ki kya hum aapki madad ke liye kuch kar sakte hain."
"1159","Based on your account history with us, we are able to offer you a one-time hardship program."
"1160","Aapke account history ke aadhaar par, hum aapko ek baar ka hardship program offer kar sakte hain"
"1161","I appreciate your patience."
"1162","Main aapke dhairy ki sarahna karta hoon."
"1163","First, let's try accessing the system settings."
"1164","Sabse pehle, chaliye system settings ko access karne ki koshish karte hain."
"1165","Could you press the menu button on the thermostat?"
"1166","Kya aap thermostat par menu button dabaa sakte hain?"
"1167","And navigate to the system settings option."
"1168","Aur system settings option tak navigate kar lijiye."
"1169","This should only take a few minutes."
"1170","Yeh sirf kuch minute ka samay lega."
"1171","I completely understand your frustration."
"1172","Main aapki narazgi ko poori tarah samajhta hoon."
"1173","And I appreciate your patience."
"1174","Aur main aapke dhairy ki sarahna karta hoon."
"1175","Oh, I see you were billed twice on the 21st."
"1176","Oh, mujhe dikh raha hai ki aapko 21 tareekh ko do baar bill kiya gaya tha."
"1177","Is that correct?"
"1178","Kya yeh sahi hai?"
"1179","It appears there was a delay in processing the cancellation."
"1180","Aisa lagta hai ki cancellation process karne mein deri ho gayi thi."
"1181","I'm going to refund the charge for this month."
"1182","Main is mahine ka charge refund karne wala hoon."
"1183","And I'll ensure your subscription is canceled going forward."
"1184","Aur main yeh sunishchit karunga ki aapki subscription aage ke liye cancel ho jaye."
"1185","May I just briefly explain a new campaign we are offering?"
"1186","Kya main aapko ek naye campaign ke baare mein jaldi se samjha sakta hoon jo hum offer kar rahe hain?"
"1187","It will only take a minute."
"1188","Yeh sirf ek minute ka samay lega."
"1189","If you choose not to subscribe, I will be more than happy to cancel your service."
"1190","Agar aap subscribe karne ka faisla nahi karte, to main aapki service cancel karne mein khushi khushi madad karunga."
"1191","As soon as I hang up, I will do my best to make that happen."
"1192","Jaise hi main call rakhta hoon, main apni taraf se poori koshish karunga ki yeh ho sake."
"1193","We appreciate your business."
"1194","Hum aapke saath ka vyavsaay ki bahut sarahna karte hain."
"1195","And we will do our best to ensure you have a better experience going forward."
"1196","Aur hum yeh sunishchit karne ki poori koshish karenge ki aage aapka anubhav aur achha ho."
"1197","I apologize for the inconvenience you've experienced."
"1198","Aapko hui asuvidha ke liye main maafi chahta hoon."
"1199","I understand how frustrating that can be."
"1200","Main samajhta hoon ki yeh kitna nirashajanak ho sakta hai."
"1201","May I please have your account number so that I can address the issue?"
"1202","Kya main aapka account number le sakta hoon, taaki main is samasya ko suljha sakoon?"
"1203","If you do a search on our homepage, there is a list of drugs that are covered under each plan."
"1204","Agar aap hamari homepage par search karte hain, to har plan ke andar cover hone wali dawaon ki ek list milegi."
"1205","You can also do a search for specific drugs to see if they are covered."
"1206","Aap kisi bhi specific dawa ke liye search bhi kar sakte hain, taaki aap dekh sakein ki woh cover hai ya nahi."
"1207","Thank you Mr. Ferguson."
"1208","Shukriya, Mr. Ferguson."
"1209","I'm pulling up your account now."
"1210","Main ab aapka account dekh raha hoon."
"1211","I see that you reported the issue a few days ago."
"1212","Mujhe dikh raha hai ki aapne kuch din pehle yeh samasya report ki thi."
"1213","Can you describe what's happening with the air conditioner?"
"1214","Kya aap bata sakte hain ki air conditioner ke saath kya ho raha hai?"
"1215","I'm so sorry Mr. Mitchell."
"1216","Mujhe bahut afsos hai, Mr. Mitchell."
"1217","I really do have other callers waiting."
"1218","Mujhe sach mein dusre callers ka intezaar hai."
"1219","So I'll need to let you go now."
"1220","Isliye mujhe ab aapko jaana hoga."
"1221","Thank you for contacting Smart Solutions."
"1222","Smart Solutions se sampark karne ke liye dhanyawaad."
"1223","And have a wonderful day."
"1224","Aur aapka din shubh ho."
"1225","I understand your concern."
"1226","Main aapki chinta ko samajhta hoon."
"1227","And I apologize for the inconvenience."
"1228","Aur main aapko hui asuvidha ke liye maafi chahta hoon."
"1229","Let me transfer you to a supervisor who can assist you further."
"1230","Main aapko ek supervisor ke paas transfer karta hoon, jo aapki aur madad kar sakte hain."
"1231","Please hold for a moment."
"1232","Kripya ek pal ke liye ruk jaiye."
"1233","I'm so glad to hear that Miss Thompson."
"1234","Mujhe yeh sun kar bahut khushi hui, Miss Thompson."
"1235","It's always our goal to make sure you're happy with the service."
"1236","Hamesha hamara goal yeh hota hai ki aap service se khush rahein."
"1237","Is there anything else I can assist you with today?"
"1238","Kya aaj main aapki kisi aur cheez mein madad kar sakta hoon?"
"1239","The cost will increase to $15.95 per month if you enroll by the end of the month."
"1240","Agar aap mahine ke ant tak enroll karte hain, to cost $15.95 per month ho jayegi."
"1241","I will be able to lock you into the current price for the next 12 months."
"1242","Main aapko agle 12 mahine ke liye current price par lock kar paunga."
"1243","Thank you Mr. Patchen."
"1244","Shukriya, Mr. Patchen."
"1245","We will email you a contract that you will need to print, sign, and scan."
"1246","Hum aapko ek contract email karenge, jise aapko print karna, sign karna, aur scan karna hoga."
"1247","Then please email it back to us within the next two days."
"1248","Phir kripya ise agle do din ke andar humein email kar dein."
"1249","That's M as in Mike."
"1250","Woh M hai, jaise Mike."
"1251","C as in Charlie."
"1252","C hai, jaise Charlie."
"1253","L as in Lima."
"1254","L hai, jaise Lima."
"1255","E as in Echo."
"1256","E hai, jaise Echo."
"1257","N as in November."
"1258","N hai, jaise November."
"1259","N again as in November."
"1260","N phir se hai, jaise November."
"1261","A as in Alpha."
"1262","A hai, jaise Alpha."
"1263","And N as in November."
"1264","Aur N hai, jaise November."
"1265","Is that correct?"
"1266","Kya yeh sahi hai?"
"1267","That's so true."
"1268","Yeh bilkul sahi hai."
"1269","Prices seem to be on a constant rise these days."
"1270","Aaj kal daam lagatar badh rahe hain."
"1271","If you ever have more questions or need assistance in the future."
"1272","Agar aapko kabhi aur sawal ho ya aapko future mein madad ki zarurat ho."
"1273","Feel free to reach out."
"1274","Bina jhijhak ke humse sampark karein."
"1275","I will need to verify some more information with you."
"1276","Mujhe aap se kuch aur jaankari verify karni hogi."
"1277","Can you please provide your date of birth?"
"1278","Kya aap apna janam tithi de sakte hain?"
"1279","And the last four digits of your Social Security number?"
"1280","Aur aapke Social Security number ke aakhri chaar ankde?"
"1281","I understand the importance of medication coverage."
"1282","Main dawai ki coverage ki mahatva ko samajhta hoon."
"1283","To provide accurate information, could you please tell me the name of the medication?"
"1284","Sahi jaankari dene ke liye, kya aap mujhe dawai ka naam bata sakte hain?"
"1285","And the dosage?"
"1286","Aur dosage kya hai?"
"1287","You can take advantage of our limited time promotion."
"1288","Aap hamari simit samay ki promotion ka fayda utha sakte hain."
"1289","And get 10% off your purchase."
"1290","Aur aap apne kharidari par 10% ka discount paa sakte hain."
"1291","Would you like me to apply the discount and place the order for you?"
"1292","Kya aap chahenge ki main discount apply karoon aur aapke liye order place karoon?"
"1293","That's a great question."
"1294","Yeh ek accha sawal hai."
"1295","Downgrading shouldn't impact your existing contract."
"1296","Downgrade karna aapke existing contract ko prabhavit nahi karega."
"1297","However, I just need to confirm this."
"1298","Lekin, mujhe bas isse confirm karna hoga."
"1299","May I place you on a brief hold?"
"1300","Kya main aapko thodi der ke liye hold par daal sakta hoon?"
"1301","At that point, your subscription converted into a paid membership."
"1302","Us waqt, aapki subscription ek paid membership mein badal gayi thi."
"1303","Which is why you were charged $49.99 for the next 6 months."
"1304","Isi liye aapko agle 6 mahine ke liye $49.99 charge kiya gaya."
"1305","Does that sound right?"
"1306","Kya yeh sahi lag raha hai?"
"1307","That's correct."
"1308","Yeh sahi hai."
"1309","However, it's important to note that some procedures may not be covered under your plan."
"1310","Lekin, yeh zaroori hai ki aap jaan lein ki kuch procedures aapke plan ke andar cover nahi ho sakte."
"1311","Such as elective or experimental procedures."
"1312","Jaise ki elective ya experimental procedures."
"1313","To help get this resolved for you right away."
"1314","Aapki madad karne ke liye ise turant suljhaane mein."
"1315","Before we continue, could I please get your name?"
"1316","Aage badhne se pehle, kya main aapka naam le sakta hoon?"
"1317","And the order number associated with this purchase?"
"1318","Aur is kharidari se judi order number kya hai?"
"1319","Hello, this is Mike, the call center manager."
"1320","Namaste, yeh Mike hai, call center ka manager."
"1321","I understand you're experiencing some ongoing issues with your air conditioner."
"1322","Main samajhta hoon ki aapke air conditioner ke saath kuch chali aa rahi samasyaen hain."
"1323","How can I assist you?"
"1324","Main aapki kaise madad kar sakta hoon?"
"1325","Here it is."
"1326","Yeh raha."
"1327","Oh, that's a beautiful dress."
"1328","Oh, yeh ek khoobsurat dress hai."
"1329","It's made of a lightweight fabric that is perfect for the summer."
"1330","Yeh ek halka fabric se bana hai jo garmi ke liye bilkul perfect hai."
"1331","And the wrap design is very flattering."
"1332","Aur wrap design bahut hi accha lagta hai."
"1333","You're most welcome."
"1334","Aapka swagat hai."
"1335","Thank you for being a valued Health Life Magazine member."
"1336","Health Life Magazine ke ek mahatvapurn member hone ke liye dhanyawaad."
"1337","Have a wonderful day and enjoy the great content coming your way."
"1338","Aapka din shubh ho aur jo acchi content aapke paas aa rahi hai, uska anand lijiye."
"1339","I would be happy to look into this for you."
"1340","Main aapke liye isey dekhne mein khushi mehsoos karunga."
"1341","May I have your contact information?"
"1342","Kya main aapki contact information le sakta hoon?"
"1343","So that I can follow up with you once I have more information."
"1344","Taaki main aapke saath follow-up kar sakoon jab mujhe aur jaankari mil jaye."
"1345","Let me just pull up this other screen."
"1346","Mujhe bas doosri screen ko kholna hai."
"1347","One moment."
"1348","Ek pal."
"1349","All right, you should receive instructions on how to return the item via email very shortly."
"1350","Theek hai, aapko jaldi hi email ke through item ko return karne ki instructions mil jani chahiye."
"1351","I understand Mr. McDaniel."
"1352","Main samajhta hoon, Mr. McDaniel."
"1353","However, I do want to let you know that the cost of the Globe Trotter plan is scheduled to increase from next month."
"1354","Lekin, main aapko yeh batana chahta hoon ki Globe Trotter plan ki cost agle mahine se badhne wali hai."
"1355","Great."
"1356","Shabash."
"1357","If you have any questions or need assistance during the enrollment process."
"1358","Agar aapko enrollment process ke dauran koi sawal ho ya madad ki zarurat ho."
"1359","Please don't hesitate to call us back."
"1360","Kripya humse wapas call karne mein hichkichaye mat."
"1361","We are here to help."
"1362","Hum aapki madad ke liye yahan hain."
"1363","I'm sorry, sir."
"1364","Mujhe maaf kijiye, sir."
"1365","Please don't feel any pressure to make the change."
"1366","Kripya badlav karne ke liye koi dabaav mehsoos na karein."
"1367","I just wanted you to be aware of the new price that will begin next month."
"1368","Main bas yeh chahta tha ki aapko agle mahine se shuru hone wali nayi price ke baare mein pata chale."
"1369","You're welcome, Ms. Goodheart."
"1370","Aapka swagat hai, Ms. Goodheart."
"1371","Would you mind participating in a brief survey after this call is completed?"
"1372","Kya aap is call ke complete hone ke baad ek chhote survey mein hissa lena pasand karenge?"
"1373","To help our customer service team."
"1374","Hamare customer service team ki madad karne ke liye."
"1375","Of course, I understand."
"1376","Bilkul, main samajhta hoon."
"1377","To better assist you, could you let me know which features or services you consider essential?"
"1378","Aapki madad behtar tareeke se karne ke liye, kya aap mujhe bata sakte hain ki kaunse features ya services aapke liye zaroori hain?"
"1379","Even with a downgrade?"
"1380","Chaahe aap downgrade kar rahe ho?"
"1381","Of course, I'd be happy to help you with that."
"1382","Bilkul, main aapki madad karne ke liye khushi se tayar hoon."
"1383","We offer three main types of life insurance policies."
"1384","Hum teen pramukh prakar ki life insurance policies offer karte hain."
"1385","Herb life, whole life, and universal life."
"1386","Herb life, whole life, aur universal life."
"1387","You currently subscribe to the HD service."
"1388","Aap abhi HD service ke liye subscribe karte hain."
"1389","But unless you have an 8K TV."
"1390","Lekin agar aapke paas 8K TV nahi hai to."
"1391","You probably won't notice a significant change in picture quality."
"1392","Toh aap shayad picture quality mein koi khaas farq nahi dekhenge."
"1393","We will request a credit from the merchant due to the circumstances."
"1394","Hum vendor se credit ki request karenge, in haalaat ke chalte."
"1395","Then when the money is returned, it will be credited to your account."
"1396","Phir jab paisa wapas kiya jayega, to woh aapke account mein credit ho jayega."
"1397","Hello, this is Karen, the customer service supervisor."
"1398","Namaste, yeh Karen hai, customer service supervisor."
"1399","Mr. Walton, I understand you're having an issue with your order."
"1400","Mr. Walton, main samajhta hoon ki aapko apne order ke saath kuch samasya ho rahi hai."
"1401","How can I assist you?"
"1402","Main aapki kaise madad kar sakta hoon?"
"1403","You're welcome, James."
"1404","Aapka swagat hai, James."
"1405","If you have any more questions or encounter any further issues."
"1406","Agar aapko koi aur sawal ho ya koi aur samasya ho."
"1407","Please feel free to contact us."
"1408","Kripya humse sampark karne mein hichkichayein mat."
"1409","We're here to help."
"1410","Hum aapki madad ke liye yahan hain."
"1411","You can contact us and request a partial withdrawal."
"1412","Aap humse sampark kar sakte hain aur partial withdrawal ki request kar sakte hain."
"1413","This will reduce the death benefit of your policy."
"1414","Isse aapki policy ka death benefit kam ho jayega."
"1415","And may also have tax implications."
"1416","Aur isse tax par bhi kuch prabhav pad sakte hain."
"1417","I completely understand your situation."
